@id,@lon,@lat,name,name:mk,name:en
551237601,21.4594178,42.0031667,,,
1734513526,21.3494739,42.0069568,,,
1734980503,22.1979565,41.7510389,Алфа Бет,,
1858303397,21.4589033,42.0037941,,,
1858303484,21.4595627,42.0031704,,,
1858303501,21.4588942,42.0039652,,,
1858303561,21.4595543,42.0033517,,,
1858303683,21.4587514,42.0039610,,,
1858303717,21.4594094,42.0033480,,,
2006182484,21.4174060,41.9895881,,,
2006182486,21.4175633,41.9895180,,,
2006182488,21.4174954,41.9896207,,,
2006182489,21.4174739,41.9894854,,,
2323202912,22.4997075,41.1448709,,,
2884502206,21.4862946,41.9790185,Ветеринарна Болница,,
3696549073,22.7658902,41.9689304,,,
3696549074,22.7660300,41.9687752,,,
3696549076,22.7659249,41.9687227,,,
3696549080,22.7657842,41.9688776,,,
3696549081,22.7754287,41.9624080,Ветеринарна станица,,Veterinary
3790071468,21.2119782,41.5047452,,,
3790071469,21.2121622,41.5048111,,,
3790071470,21.2122037,41.5047460,,,
3790071471,21.2120198,41.5046801,,,
4243365323,21.4587605,42.0037900,,,
4502366890,20.9280923,41.9444579,Veterinarna bolnica,Veterinarna bolnica,Veterinary Doctor
5389579252,21.3506365,42.0218850,Вет-Медика,,
5745682328,21.6164946,41.9349264,Стара Ветеринарна станица,,Old Veterinary station
6329816885,21.4167228,41.9918785,,,Veterinaren Centar
7044271258,21.4571705,41.9828857,Veterinarna Ambulanta dr-Marin Veličkovski,,
7143285522,21.3942660,42.0000850,Animal Medika,,
7853798626,21.9410645,41.8701102,,,
7853798627,21.9411267,41.8699798,,,
7853798628,21.9412309,41.8700074,,,
7853798629,21.9411997,41.8700725,,,
7853798630,21.9413234,41.8701053,,,
7853798631,21.9412940,41.8701669,,,
7853798632,21.9410803,41.8701103,,,
7853798637,21.9412343,41.8701511,,,
1000000175199083,21.4594860,42.0032592,Ветеринарна болница,,Veterinary Hospital Skopje
1000000175199101,21.4588273,42.0038776,Универзитетска Ветеринарна болница,,
1000000190018638,21.4174846,41.9895530,Пет Вет,,Pet Vet
1000000365651448,22.7659071,41.9688265,Ветеринарна станица Здравје,,Zdravje
1000000375660336,21.2120909,41.5047456,,,
1000000841799674,21.9411939,41.8700733,,,
